"","seriali","SurveyYear","Demographic","AgeR","DayNo","FoodName","totfishperprod","Calciummg","Ironmg","Zincmg","Proteing","gDay","gWeek"
"1016",110211241,"NDNS Year 11","Adult",65,3,"WHITING BAKED OR GRILLED NO BUTTER/BONES/SKIN",85,17.85,0.085,0.51,17.425,21.25,148.75
